Margin Left,No replies from.,
Margin Right,No salary slip found to submit for the above selected criteria OR salary slip already submitted,
Margin Top,No stock transactions can be created or modified before this date.,
MariaDB Variables,No valid shift found for log time,
Mark all as read,No {0} Found,
Mark as Read,No {0} found for Inter Company Transactions.,
Mark as Spam,No {0} found with matching filters. Clear filters to see all {0}.,
Mark as Unread,No {0} mail,
Markdown,Non Negative,
Markdown Editor,Non Profit,
Marked As Spam,Non Taxable Earnings,
Marketing Manager,Non-Vegetarian,
Master,None: End of Workflow,
Max 500 records at a time,Not allowed to set alternative item for the item {0},
Max Attachments,Not allowed to create custom Virtual DocType.,
Max File Size (MB),Not in Developer Mode,
Max Height,Not in Stock,
Max Length,Not in stock,
Max Value,Note: Automatic log deletion only applies to logs of type <i>Update Cost</i>,
Max attachment size,Note: By default emails for failed backups are sent.,
Max auto email report per user,Note: Changing the Page Name will break previous URL to this page.,
Max width for type Currency is 100px in row {0},Note: Etc timezones have their signs reversed.,
Maximum,Note: Multiple sessions will be allowed in case of mobile device,
Maximum Attachment Limit of {0} has been reached for {1} {2}.,Note: On checking Is Mandatory the accounting dimension will become mandatory against that specific account for all accounting transactions,
Maximum Number of Fields,Notes,
Maximum Points,Notes:,
Maximum attachment limit of {0} has been reached.,Nothing more to show.,
"Maximum points allowed after multiplying points with the multiplier value
(Note: For no limit leave this field empty or set 0)",Notification Recipient,
Maximum {0} rows allowed,Notification Template,
Me,Notification: customer {0} has no Mobile number set,
"Meaning of Submit, Cancel, Amend",Notification: user {0} has no Mobile number set,
Medium,Notifications Disabled,
Meeting,Notifications and bulk mails will be sent from this outgoing server.,
Meets Condition?,Notify Customers via Email,
Memory Usage,Notify Employee,
Memory Usage in MB,Notify Other,
Mention,Notify Reposting Error to Role,
Mentions,Notify by Email on Creation of Automatic Material Request,
Menu,Notify by email,
Merge with existing,Number,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Number Card Link,
Message,Number Format,
Message (HTML),Number Of Employees,
Message (Markdown),Number Of Positions,
Message Examples,Number of Backups,
Message ID,Number of Concurrent Appointments,
Message Parameter,Number of DB Backups,
Message Sent,Number of DB backups cannot be less than 1,
Message Type,Number of Days,
Message clipped,Number of Groups,
Message from server: {0},Number of Order,
Message not setup,Number of Queries,
Message to be displayed on successful completion,Number of Withholding Cycles,
Message-id,Number of days appointments can be booked in advance,
Messages,Number of days that the subscriber has to pay invoices generated by this subscription,
Meta,O-,
Meta Description,OAuth,
Meta Image,OAuth Authorisation Code,
Meta Tags,OAuth Bearer Token,
Meta Title,OAuth Client,
Meta description,OAuth Client ID,
Meta image,OAuth Client Role,
Meta title,OAuth Error,
Meta title for SEO,OAuth Provider Settings,
Method,OAuth Scope,
Method Not Allowed,"""OAuth has been enabled but not authorised. Please use the """"Authorise API Access"""" button to do the same.""",
Method is required to create a number card,OPTIONS,
Mid Center,OR,
Middle Name,OTP Issuer Name,
Milestone,OTP Secret has been reset. Re-registration will be required on next login.,
Milestone Tracker,OTP setup using OTP App was not completed. Please contact Administrator.,
Minimum,Off-Shift,
Minimum Password Score,Office 365,
Minor,Offsetting for Accounting Dimension,
Minutes After,Old and new field names are the same.,
Minutes Before,Older backups will be automatically deleted,
Minutes Offset,Oldest Of Invoice Or Advance,
Misconfigured,On Converting Opportunity,
Miss,On Duty,
Missing DocType,On Paid Amount,
Missing Field,On Payment Charge Processed,
Missing Fields,On Payment Failed,
Missing Filters Required,On Payment Mandate Acquisition Processed,
Missing Permission,On Track,
Missing Value,On or After,
Missing Values Required,On or Before,
Mobile,On-machine press checks,
Mobile No,Onboard,
Modal Trigger,Onboarding Name,
Modified By,"""Once you have set this, the users will only be able to access documents (e.g. Blog Post) where the link exists (e.g. Blogger).""",
Module,One Time Password (OTP) Registration Code from {},
Module (for export),One customer can be part of only one Loyalty Program.,
Module Def,One of,
Module HTML,Ongoing Job Cards,
Module Name,Only 'Payment Entries' made against this advance account are supported.,
Module Onboarding,Only 200 inserts allowed in one request.,
Module Profile,Only Administrator can delete Email Queue.,
Module Profile Name,Only Administrator can edit.,
Module onboarding progress reset,Only Administrator can save a standard report. Please rename and save.,
Module to Export,Only Administrator is allowed to use Recorder.,
Module {} not found,Only Allow Edit For,
Modules,Only Approvers can Approve this Request.,
Modules HTML,Only CSV and Excel files can be used for importing data. Please check the file format you are trying to upload.,
Monday,Only Completed documents can be submitted.,
Monospace,Only Interviewers are allowed to submit Interview Feedback.,
Month,Only Interviews with Cleared or Rejected status can be submitted.,
Monthly,Only Send Records Updated in Last X Hours.,
Monthly Long,Only applies for Normal Payments.,
Monthly Rank,Only draft documents can be discarded.,
More,Only leaf nodes are allowed in transaction.,
More Info,Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,
More Information,Only one {0} can be set as primary.,
More articles on {0},Only one {0} entry can be created against the Work Order {1}.,
More content for the bottom of the page.,Only reports of type Report Builder can be deleted.,
Most Used,Only show Items from these Item Groups.,
Most probably your password is too long.,Only standard DocTypes are allowed to be customised from Customize Form.,
Move,Only the Administrator can delete a standard DocType.,
Move To,Only users with the {0} role can create backdated leave applications.,
Move To Trash,"""Only values between [0, 1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have a balance of 0.07 in either of the currencies will be considered as zero balance account.""",
Move current and all subsequent sections to a new tab,Only {0} Goals can be {1}.,
Move cursor to above row,Only {0} are supported.,
Move cursor to below row,Only {0} emailed reports are allowed per user.,
Move cursor to next column,Oops! Something went wrong.,
Move cursor to previous column,Open,
Move sections to new tab,Open & Approved,
Move the current field and the following fields to a new column,Open Activities HTML,
Move to Row Number,Open BOM {0},
Move to next step when clicked inside highlighted area.,Open Call Log,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,Open Documents,
Mr,Open Events,r
Mrs,Open Feedback,
Ms,Open Form View,s
Multiple root nodes not allowed.,Open Sales Orders,
Multiplier Field,Open Settings,
Must be a publicly accessible Google Sheets URL,Open Task,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))",Open To Do,
"Must be of type ""Attach Image""",Open To Do,
Must have report permission to access this report.,Open Translation,
Must specify a Query to run,Open URL in a New Tab,
Mute Sounds,Open Work Orders,
Mx,Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in the dialog.,x
My Account,Open a module or tool,
My Device,Open a new ticket,
My Filter,Open in a new tab,
My Workspaces,Open list item,
MyISAM,Open reference document,
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.",Open {0},
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,OpenID Configuration,
Name,OpenLDAP,
Name (Doc Name),Opened,
"Name already taken, please set a new name",Opening,
Name cannot contain special characters like {0},Opening (Dr),
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,Opening Balance Details,
Name of the new Print Format,Opening Balances,
Name of {0} cannot be {1},Opening Date,
Names and surnames by themselves are easy to guess.,Opening Entry cannot be created after Period Closing Voucher is created.,
Naming,Opening Invoice Creation In Progress,
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>",Opening Invoice Creation Tool,
Naming Rule,Opening Invoice Creation Tool Item,
Naming Series,Opening Invoice Item,
Naming Series mandatory,Opening Number of Booked Depreciations,
Navbar,Opening Qty,
Navbar Item,Opening Sales Invoices have been created.,
Navbar Settings,Opening Stock,
Navbar Template,Opening Time,
Navbar Template Values,Opening Value,
Navigate list down,Opening closed.,Description of a list view shortcut
Navigate list up,Operation Row Number,Description of a list view shortcut
Navigate to main content,Operation Time,
Navigation Settings,Operation Time must be greater than 0 for Operation {0}.,
Need Workspace Manager role to edit private workspace of other users,Operation completed for how many finished goods?,
Negative Value,Option {0} for field {1} is not a child table,
Nested set error. Please contact the Administrator.,Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.,
Network Printer Settings,Ordered Qty,
New,Ordered Qty: Quantity ordered for purchase but not received.,
New Activity,Orders,
New Address,Org History,
New Chart,Other,
New Comment on {0}: {1},Other Details,
New Contact,Other Settings,
New Custom Block,Others,
New Custom Print Format,Out Qty,
New Document Form,Out of AMC,
New Document Shared {0},Out of Order,
New Email,Out of Stock,
New Email Account,Out of Warranty,
New Event,Outgoing (SMTP) Settings,
New Folder,Outgoing Settings,
New Kanban Board,Outlook.com,
New Links,Outstanding Amount,
New Mention on {0},Outstanding Cheques and Deposits to clear,
New Message from Website Contact Page,Outstanding for {0} cannot be less than zero ({1}),
New Name,Outward,
New Newsletter,Over Allocation,
New Notification,Over Delivery/Receipt Allowance (%),
New Number Card,Over Picking Allowance,
New Onboarding,Over Receipt,
New Password,Over Receipt/Delivery of {0} {1} ignored for item {2} because you have {3} role.,
New Print Format Name,Over Transfer Allowance,
New Quick List,Overbilling of {} ignored because you have {} role.,
New Report name,Overdue Days,
New Role,Overdue Payment,
New Shortcut,Overlapping Attendance Request,
New Users (Last 30 days),Overlapping Shift Requests,
New Value,Overlapping Shifts,
New Workflow Name,Overproduction Percentage For Work Order,
New Workspace,Overview,
New password cannot be same as old password,PAN No,
New updates are available,PDF Generation in Progress,
New users will have to be manually registered by system managers.,PDF Generator,
New value to be set,PDF Name,
New {0},PDF Page Height (in mm),
New {0} Created,PDF Page Size,
New {0} {1} added to Dashboard {2},PDF Settings,
New {0} {1} created,PDF generation failed,
New {0}: {1},PDF generation failed because of broken image links,
New {} releases for the following apps are available,PDF generation may not work as expected.,
Newly created user {0} has no roles enabled.,"""PDF printing via """"Raw Print"""" is not supported.""",
Newsletter,PF Account,
Newsletter Attachment,PF Amount,
Newsletter Email Group,PF Loan,
Newsletter Manager,PID,
Newsletter has already been sent,PIN,
Newsletter must be published to send webview link in email,PMO-,
Newsletter should have atleast one recipient,PO Supplied Item,
Newsletters,PO-JOB.#####,
Next,POS,
Next Action Email Template,POS Closed,
Next Actions HTML,POS Closing Entry,
Next Execution,POS Closing Failed,
Next Form Tour,POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,
Next Schedule Date,POS Customer Group,
Next Scheduled Date,POS Field,
Next State,POS Invoice,
Next Step Condition,POS Invoice Item,
Next Sync Token,POS Invoice Merge Log,
Next actions,POS Invoice Reference,
Next on Click,POS Invoice is not submitted,
No,POS Invoice isn't created by user {},
No Active Sessions,POS Invoices will be consolidated in a background process,
No Copy,POS Item Group,
No Data,POS Opening Entry Missing,
No Data to Show,POS Payment Method,
No Data...,POS Profile,
No Email Account,POS Profile doesn't match {},
No Email Accounts Assigned,POS Profile required to make POS Entry,
No Emails,POS Profile {} contains Mode of Payment {}. Please remove them to disable this mode.,
No Entry for the User {0} found within LDAP!,POS Setting,
No Filters Set,POS Settings,
No Google Calendar Event to sync.,POS Transactions,
No Images,POS has been closed at {0}. Please refresh the page.,
No Items Found,PRLE-.####,
No LDAP User found for email: {0},PU-SSP-.YYYY.-,
No Label,PUR-ORD-.YYYY.-,
No Letterhead,PUT,
No Name Specified for {0},Package,
No New notifications,Package Import,
No Permissions Specified,Packaging Slip From Delivery Note,
No Permissions set for this criteria.,Packed Item,
No Permitted Charts,Packed Items,
No Permitted Charts on this Dashboard,Packed Items cannot be transferred internally,
No Preview,Packed Qty,
No Preview Available,Packing List,
No Printer is Available.,Packing Slip,
No RQ Workers connected. Try restarting the bench.,Packing Slip(s) cancelled,
No Results,Page Break,
No Results found,Page Break After Each SoA,
No Roles Specified,Page Builder,
No Select Field Found,Page Name,
No Suggestions,Page Title,
No Tags,Parent Item {0} must not be a Stock Item,
No Upcoming Events,Parent Procedure,
No activities to show,Parent Task,
No address added yet.,Parent Warehouse,
No alerts for today,Parent document type is required to create a dashboard chart,
No automatic optimization suggestions available.,Partial Stock Reservation,
No broken links found in the email content,"""Partial stock can be reserved. For example, if you have a Sales Order of 100 units and the Available Stock is 90 units then a Stock Reservation Entry will be created for 90 units.""",
No changes in document,Partially Delivered,
No changes made,Partially Depreciated,
No changes made because old and new name are the same.,Partially Fulfilled,
No changes to sync,Partially Ordered,
No changes to update,Partially Paid,
No comments yet,Partially Received,
No contacts added yet.,Partially Reserved,
No contacts linked to document,Partially Sent,
No data to export,Particulars,
No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,Partly Billed,
No documents found tagged with {0},Partly Delivered,
No email account associated with the User. Please add an account under User > Email Inbox.,Partly Paid,
No failed logs,Party Account,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",Party Account No. (Bank Statement),
No file attached,Party Account {0} currency ({1}) and document currency ({2}) should be the same,
No filters found,Party Bank Account,
No filters selected,Party Details,
No further records,Party IBAN (Bank Statement),
No matching records. Search something new,Party Type is mandatory,
No more items to display,Pass,
"No need for symbols, digits, or uppercase letters.",Passive,
No new Google Contacts synced.,Passport Details,
No new notifications,Passport Number,
No of Columns,Password,
No of Requested SMS,Password changed successfully.,
No of Rows (Max 500),Password for Base DN,
No of Sent SMS,Password is required or select Awaiting Password,
No permission for {0},Past Due Date,
No permission to '{0}' {1},Past dates are not allowed for Scheduling.,
No permission to read {0},Paste,
No permission to {0} {1} {2},Patch,
No records deleted,Path to Server Certificate,
No records present in {0},Pause Job,
No records tagged.,Pause SLA On Status,
No records will be exported,Paused,
No rows,Pay To / Received From,
No subject,Pay {0} {1},
No template found at path: {0},Payable,
No values to show,Payables,
No {0},Payer Settings,
No {0} Found,Payment,
No {0} found,Payment Account is mandatory,
No {0} found with matching filters. Clear filters to see all {0}.,Payment Amount (Company Currency),
No {0} mail,Payment Cancelled,
No.,Payment Channel,Title of the 'row number' column
Nomatim,Payment Days,
Non Negative,Payment Days calculations are based on these Payroll Settings,
Non-Conforming,Payment Entries {0} are unlinked,
None,Payment Entry already exists,
None: End of Workflow,Payment Entry is already created,
Normalized Copies,Payment Entry {0} is linked against Order {1}. Check if it should be pulled as advance in this invoice.,
Normalized Query,Payment Failed,
Not Allowed,Payment Gateway,
Not Allowed: Disabled User,Payment Gateway Account,
Not Ancestors Of,Payment Gateway Account not created. Please create one manually.,
Not Descendants Of,Payment Limit,
Not Equals,Payment Method,
Not Found,Payment Methods,
Not Helpful,Payment Mode,
Not In,Payment Order,
Not Like,Payment Order Status,
Not Linked to any record,Payment Order Type,
Not Nullable,Payment Ordered,
Not Permitted,Payment Period Based On Invoice Date,
Not Permitted to read {0},Payment Plan,
Not Published,Payment Receipt Note,
Not Saved,Payment Reconciliation,
Not Seen,Payment Reconciliation Allocation,
Not Sent,Payment Reconciliation Invoice,
Not Set,Payment Reconciliation Job: {0} is running for this party. Can't reconcile now.,
Not a valid Comma Separated Value (CSV File),Payment Reference,
Not a valid User Image.,Payment References,
Not a valid Workflow Action,Payment Request,
Not a valid user,Payment Request Outstanding,
Not active,Payment Request Type,
Not allowed for {0}: {1},Payment Request for {0},
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings",Payment Request is already created,
Not allowed to create custom Virtual DocType.,Payment Requests cannot be created against: {0},
Not allowed to print cancelled documents,Payment Schedule,
Not allowed to print draft documents,Payment Status,
Not allowed via controller permission check,Payment Term,
Not found,Payment Terms,
Not in Developer Mode,Payment Terms Status for Sales Order,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Payment Terms Template,
Not permitted,Payment Terms:,
Not permitted to view {0},Payment Type,
Note,"""Payment Type must be one of Receive, Pay and Internal Transfer""",
Note Seen By,Payment URL,
Note:,Payment Unlink Error,
Note: By default emails for failed backups are sent.,Payment amount cannot be less than or equal to 0,
Note: Changing the Page Name will break previous URL to this page.,Payment and Accounting,
Note: Etc timezones have their signs reversed.,Payment of {0} received successfully.,
"Note: For best results,  images must be of the same size and width must be greater than height.",Payment of {0} received successfully. Waiting for other requests to complete...,
Note: Multiple sessions will be allowed in case of mobile device,Payroll date cannot be greater than employee's relieving date.,
Note: This will be shared with user.,Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units and your Allowance is 10% then you are allowed to transfer 110 units.,
Note: Your request for account deletion will be fulfilled within {0} hours.,Period Based On,
Notes:,Period End Date,
Nothing New,Period End Date cannot be greater than Fiscal Year End Date,
Nothing left to redo,Period Score,
Nothing left to undo,Period Settings,
Nothing to show,Period Start Date must be {0},
Nothing to update,Period To Date,
Notification,Periodicity,
Notification Log,Perm Level,
Notification Recipient,Permanent,
Notification Settings,Permanent Address,
Notification Subscribed Document,Permanent Address Is,
Notification sent to,Permanently Discard {0}?,
Notification: customer {0} has no Mobile number set,Permanently Submit {0}?,
Notification: document {0} has no {1} number set (field: {2}),Permanently delete {0}?,
Notification: user {0} has no Mobile number set,Permission Error,
Notifications,Permission Inspector,
Notifications Disabled,Permission Level,
Notifications and bulk mails will be sent from this outgoing server.,Permission Levels,
Notify Users On Every Login,Permissions Error,
Notify by Email,"""Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.""",
Notify by email,"""Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.""",
Notify if unreplied,Permitted Documents For User,
Notify if unreplied for (in mins),Permitted Roles,
Notify users with a popup when they log in,Personal,
Now,Personal Data Deletion Step,
Number,Personal Data Download Request,
Number Card,Personal Details,
Number Card Link,Personal Email,
Number Card Name,Petrol,
Number Cards,Pharmaceutical,
Number Format,Phone,
Number of Backups,Phone No.,
Number of DB Backups,Phone Number {0} set in field {1} is not valid.,
Number of DB backups cannot be less than 1,Pick Columns,
Number of Groups,Pick List Incomplete,
Number of Queries,Pick Serial / Batch Based On,
"Number of attachment fields are more than {}, limit updated to {}.",Picked Qty,
Number of backups must be greater than zero.,Picked Qty (in Stock UOM),
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),Pickup,
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Pickup Contact Person,
Number of days after which the document Web View link shared on email will be expired,Pickup Date cannot be before this day,
Number of keys,Pickup from,
Number of onsite backups,Pincode,
OAuth,Plaid Client ID,
OAuth Authorization Code,Plaid Environment,
OAuth Bearer Token,Plaid Link Failed,
OAuth Client,Plaid Link Refresh Required,
OAuth Client ID,Plaid Link Updated,
OAuth Client Role,Plaid Secret,
OAuth Error,Plaid Settings,
OAuth Provider Settings,Plaid transactions sync error,
OAuth Scope,Plain Text,
"OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.",Plan,
OPTIONS,Plan Name,
OR,Plan material for sub-assemblies,
OTP App,Plan operations X days in advance,
OTP Issuer Name,Plan time logs outside Workstation working hours,
OTP Secret Reset - {0},Plan to Request Qty,
OTP Secret has been reset. Re-registration will be required on next login.,Planned,
OTP setup using OTP App was not completed. Please contact Administrator.,Planned End Date,
Occurrences,Planned Quantity,
Off,Plans,
Office,Please Authorize OAuth for Email Account {},
Office 365,Please Duplicate this Website Theme to customise.,
Official Documentation,Please Select Company First,
Offset X,Please Select a Company,
Offset Y,Please Select a Company.,
Old Password,Please Set Priority,
Old and new fieldnames are same.,Please Set Supplier Group in Buying Settings.,
Older backups will be automatically deleted,Please Specify Account,
Oldest Unscheduled Job,Please add 'Supplier' role to user {0}.,
On Hold,Please add a Temporary Opening account in Chart of Accounts,
On Payment Authorization,Please add the account to root level Company - {},
On Payment Charge Processed,Please add the remaining benefits {0} to any of the existing component,
On Payment Failed,Please add the remaining benefits {0} to the application as pro-rata component,
On Payment Mandate Acquisition Processed,Please add {1} role to user {0}.,
On Payment Mandate Charge Processed,Please adjust the qty or edit {0} to proceed.,
On Payment Paid,Please ask your administrator to verify your sign-up,
"On checking this option, URL will be treated like a jinja template string",Please cancel payment entry manually first,
On or After,Please check OpenID Configuration URL,
On or Before,Please check Process Deferred Accounting {0} and submit manually after resolving errors.,
"On {0}, {1} wrote:","""Please check the error message and take necessary actions to fix the error, then restart the reposting again.""",
Onboard,"""Please check the value of """"Fetch From"""" set for field {0}.""",
Onboarding Name,Please check your email for verification.,
Onboarding Permission,Please check your email login credentials.,
Onboarding Status,Please check your email to confirm the appointment.,
Onboarding Step,Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,
Onboarding Step Map,Please click Edit on the Workspace for best results.,
Onboarding complete,"""Please click on 'Export Errored Rows', fix the errors and import again.""",
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",Please click on 'Generate Schedule' to fetch Serial No added for Item {0}.,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",Please click on the following link and follow the instructions on the page: {0}.,
One Last Step,Please click on the following link to set your new password.,
One Time Password (OTP) Registration Code from {},Please close this window.,
One of,Please confirm your action to {0} this document.,
Only 200 inserts allowed in one request,Please contact your administrator to extend the credit limits for {0}.,
Only Administrator can delete Email Queue,Please contact your system manager to install the correct version.,
Only Administrator can edit,Please convert the parent account in the corresponding child company to a group account.,
Only Administrator can save a standard report. Please rename and save.,Please create the Card first.,
Only Administrator is allowed to use Recorder,Please create a Customer from Lead {0}.,
Only Allow Edit For,Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,
Only Options allowed for Data field are:,Please do not change the template headings.,
Only Send Records Updated in Last X Hours,Please duplicate this to make changes.,
Only Workspace Manager can edit public workspaces,Please enable at least one Social Login Key or LDAP or Login With Email Link before disabling username/password based login.,
Only allowed to export customizations in developer mode,Please enable the default incoming account before creating the Daily Work Summary Group.,
Only change this if you want to use other S3 compatible object storage backends.,Please enable pop-ups.,
Only draft documents can be discarded,Please enable pop-ups in your browser.,
Only for,Please enable {} in {} to allow the same item in multiple rows.,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,Please ensure that your profile has an email address.,
Only one {0} can be set as primary.,Please ensure {} account is a Balance Sheet account.,
Only reports of type Report Builder can be deleted,Please enter <b>Difference Account</b> or set the default <b>Stock Adjustment Account</b> for company {0}.,
Only reports of type Report Builder can be edited,Please enter Access Token URL.,
Only standard DocTypes are allowed to be customized from Customize Form.,Please enter Authorize URL.,
Only the Administrator can delete a standard DocType.,Please enter Base URL.,
Only the assignee can complete this to-do.,Please enter Client ID before social login is enabled.,
Only users involved in the document are listed,Please enter Client Secret before social login is enabled.,
Only {0} emailed reports are allowed per user.,Please enter Item Code to get Batch Number.,
Oops! Something went wrong.,Please enter Item Code to get batch no.,
Open,Please enter Item first.,
Open Awesomebar,Please enter Planned Qty for Item {0} at row {1}.,
Open Communication,Please enter Purchase Receipt first.,
Open Document,Please enter Redirect URL.,
Open Documents,Please enter Reference date.,
Open Help,Please enter Warehouse and Date,
Open Link,Please enter company first,
Open Reference Document,Please enter quantity for item {0},
Open Settings,Please enter serial nos,
Open Source Applications for the Web,Please enter the company name to confirm,
Open Translation,Please enter the {schedule_date}.,
Open URL in a New Tab,Please enter valid Financial Year Start and End Dates,
Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.,Please enter your new password.,
Open a module or tool,Please enter your old password.,
Open in a new tab,Please enter {0} first,
Open list item,Please fill the Material Requests table,Description of a list view shortcut
Open reference document,Please fill the Sales Orders table,
Open your authentication app on your mobile phone.,Please find attached {0}: {1},
Open {0},"""Please first set Last Name, Email and Phone for the user""",
OpenID Configuration,Please fix overlapping time slots for {0},
OpenLDAP,Please fix overlapping time slots for {0}.,
Opened,Please import accounts against parent company or enable {} in company master.,
Operation,Please select Company and Designation,
Operator must be one of {0},Please select Qty against item {0},
Optimize,Please select a country,
Optimizing image...,Please select a csv file,
Option 1,Please select a customer for fetching payments.,
Option 2,Please select a date,
Option 3,Please select a date and time,
Option {0} for field {1} is not a child table,Please select a date.,
Optional: Always send to these ids. Each Email Address on a new row,Please select a row to create a Reposting Entry,
Optional: The alert will be sent if this expression is true,Please select a supplier for fetching payments.,
Options,Please select a valid Purchase Order that has Service Items.,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',Please select a valid Purchase Order that is configured for Subcontracting.,
Options Help,Please select an Applicant,
Options for Rating field can range from 3 to 10,Please select an item code before setting the warehouse.,
Options for select. Each option on a new line.,Please select another payment method. Mpesa does not support transactions in currency '{0}',
Options for {0} must be set before setting the default value.,Please select another payment method. PayPal does not support transactions in currency '{0}',
Options is required for field {0} of type {1},Please select another payment method. Paytm does not support transactions in currency '{0}',
Options not set for link field {0},Please select another payment method. Razorpay does not support transactions in currency '{0}',
Orange,Please select another payment method. Stripe does not support transactions in currency '{0}',
Order,Please select applicable Doctypes,
Org History,Please select the Company,
Org History Heading,Please select the Document Type.,
Orientation,Please select the customer.,
Original Value,Please select the employees you want to mark attendance for.,
Other,Please select the required filters,
Outgoing,Please set Basic and HRA component in Company {0},
Outgoing (SMTP) Settings,Please set Company,
Outgoing Emails (Last 7 days),Please set Depreciation related Accounts in Asset Category {0} or Company {1},
Outgoing Server,Please set Earning Component for Leave type: {0}.,
Outgoing Settings,Please set Email Address,
Outgoing email account not correct,Please set Email/Phone for the contact,
Outlook.com,Please set Fiscal Code for the customer '%s',
Output,Please set Fiscal Code for the public administration '%s',
Overview,Please set default {0} in Company {1},
Owner,Please set filters value in Report Filter table.,
PATCH,Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,
PDF,Please set the Company,
PDF Generation in Progress,Please set the Customer Address,
PDF Generator,Please set the Date Of Joining for employee {0},
PDF Page Height (in mm),Please set the Holiday List.,
PDF Page Size,Please set the Item Code first,
PDF Page Width (in mm),Please set the Target Warehouse in the Job Card,
PDF Settings,Please set the WIP Warehouse in the Job Card,
PDF generation failed,Please set the cost centre field in {0} or set up a default Cost Centre for the Company.,
PDF generation failed because of broken image links,Please set the document name,
PDF generation may not work as expected.,Please set the following documents in this Dashboard as standard first.,
"PDF printing via ""Raw Print"" is not supported.",Please set the initiator name and the security credential.,
PID,Please set {0}.,
POST,Please verify your Email Address.,
PUT,Polling.,
Package,Port.,
Package Import,Portal.,
Package Name,Portal Menu.,
Package Release,Portal Settings.,
Page,Post Title Key.,
Page Break,Post it here; our mentors will help you out.,
Page Builder,Postal Code.,
Page Building Blocks,Postal Expenses.,
Page HTML,Posted On.,
Page Height (in mm),Posting Date.,
Page Margins,Posting Date Inheritance for Exchange Gain / Loss.,
Page Name,Posting Date cannot be future date.,
Page Number,Posting Datetime.,
Page Route,Posting Time.,
Page Settings,Posting Timestamp.,
Page Shortcuts,Posting date.,
Page Size,Posting date and posting time is mandatory.,
Page Title,Posting timestamp must be after {0}.,
Page Width (in mm),Posts by {0}.,
Page has expired!,Posts filed under {0}.,
Page height and width cannot be zero,Potential Sales Deal.,
Page not found,Powered by {0}.,
"Page to show on the website
",Pre Sales.,
Page {0} of {1},Precision.,
Parameter,Prepared Report User.,
Parent,Prevent POs.,
Parent DocType,Preview Image.,
Parent Document Type,Preview Mode.,
Parent Document Type is required to create a number card,Preview Required Materials.,
Parent Element Selector,Preview Salary Slip.,
Parent Field,Preview of generated names.,
Parent Field (Tree),Preview on {0}.,
Parent Field must be a valid fieldname,Preview type.,
Parent Label,Previous Work Experience.,
Parent Missing,Price.,
Parent Page,Price ({0}).,
Parent Table,Price List Currency not selected.,
Parent document type is required to create a dashboard chart,Price List Rate (Company Currency).,
Parent is the name of the document to which the data will get added to.,Price List must be applicable for Buying or Selling.,
Parentfield not specified in {0}: {1},Price List {0} is disabled or does not exist.,
"Parenttype, Parent and Parentfield are required to insert a child record",Price Not UOM Dependent.,
Partial,Price not found for item {0} in price list {1}.,
